"Classe","Sexo","Idade","num_irmaos_conjugues","num_pais_criancas","num_bilhete","tarifa","cabine","porto_embarcacao","num_bote_salva_vidas","sobreviveu"
"Third","Male",,0,0,"371110",24.15,,"Queenstown",,"No"
"Third","Male",,0,0,"2671",7.2292,,"Cherbourg",,"No"
"Third","Male",25,0,0,"2672",7225,,"Cherbourg",,"No"
"Third","Male",,0,0,"2676",7225,,"Cherbourg",,"No"
"Third","Male",,0,0,"367655",7.7292,,"Queenstown",,"No"
"Third","Male",,0,0,"LP 1588",7575,,"Southampton",,"No"
"Third","Male",38.5,0,0,"SOTON/O.Q. 3101262",7.25,,"Southampton",,"No"
"Third","Male",,8,2,"CA. 2343",69.55,,"Southampton",,"No"
"Third","Male",14.5,8,2,"CA. 2343",69.55,,"Southampton",,"No"
"Third","Female",,8,2,"CA. 2343",69.55,,"Southampton",,"No"
"Third","Female",,8,2,"CA. 2343",69.55,,"Southampton",,"No"
"Third","Female",,8,2,"CA. 2343",69.55,,"Southampton",,"No"
"Third","Female",,8,2,"CA. 2343",69.55,,"Southampton",,"No"
"Third","Male",,8,2,"CA. 2343",69.55,,"Southampton",,"No"
"Third","Male",,8,2,"CA. 2343",69.55,,"Southampton",,"No"
"Third","Male",,8,2,"CA. 2343",69.55,,"Southampton",,"No"
"Third","Male",,1,9,"CA. 2343",69.55,,"Southampton",,"No"
"Third","Female",,1,9,"CA. 2343",69.55,,"Southampton",,"No"
"Third","Male",24,0,0,"7266",9325,,"Southampton",,"No"
"Third","Female",21,0,0,"343120",7.65,,"Southampton","C","Yes"
"Third","Male",39,0,0,"3101296",7925,,"Southampton",,"No"
"Third","Male",,2,0,"2662",21.6792,,"Cherbourg",,"No"
"Third","Male",,2,0,"2662",21.6792,,"Cherbourg",,"No"
"Third","Male",,2,0,"2662",21.6792,,"Cherbourg",,"No"
"Third","Female",1,1,1,"PP 9549",16.7,"G6","Southampton","13","Yes"
"Third","Female",24,0,2,"PP 9549",16.7,"G6","Southampton","13","Yes"
"Third","Female",4,1,1,"PP 9549",16.7,"G6","Southampton","13","Yes"
"Third","Male",25,0,0,"345768",9.5,,"Southampton","11","Yes"
"Third","Male",20,0,0,"A/5. 2151",8.05,,"Southampton",,"No"
"Third","Male",24.5,0,0,"342826",8.05,,"Southampton",,"No"
"Third","Male",,0,0,"36209",7725,,"Queenstown",,"No"
"Third","Male",,0,0,"349222",7.8958,,"Southampton",,"No"
"Third","Male",,0,0,"370374",7.75,,"Queenstown",,"No"
"Third","Male",29,0,0,"345779",9.5,,"Southampton","11","Yes"
"Third","Male",,0,0,"C.A. 6212",15.1,,"Southampton",,"No"
"Third","Female",,0,0,"330968",7.7792,,"Queenstown",,"Yes"
"Third","Male",,0,0,"374910",8.05,,"Southampton",,"No"
"Third","Male",,0,0,"SOTON/OQ 392082",8.05,,"Southampton",,"No"
"Third","Male",22,0,0,"2669",7.2292,,"Cherbourg",,"No"
"Third","Male",,0,0,"392092",8.05,,"Southampton",,"No"
"Third","Male",40,0,0,"349251",7.8958,,"Southampton",,"No"
"Third","Male",21,0,0,"STON/O 2. 3101280",7925,,"Southampton",,"No"
"Third","Female",18,0,0,"3101265",7.4958,,"Southampton","16","Yes"
"Third","Male",4,3,2,"347088",27.9,,"Southampton",,"No"
"Third","Male",10,3,2,"347088",27.9,,"Southampton",,"No"
"Third","Female",9,3,2,"347088",27.9,,"Southampton",,"No"
"Third","Female",2,3,2,"347088",27.9,,"Southampton",,"No"
"Third","Male",40,1,4,"347088",27.9,,"Southampton",,"No"
"Third","Female",45,1,4,"347088",27.9,,"Southampton",,"No"
"Third","Male",,0,0,"349214",7.8958,,"Southampton",,"No"
"Third","Male",,0,0,"SOTON/OQ 392086",8.05,,"Southampton",,"No"
"Third","Male",,0,0,"315037",8.6625,,"Southampton",,"No"
"Third","Male",,0,0,"384461",7.75,,"Queenstown",,"No"
"Third","Female",,0,0,"335432",7.7333,,"Queenstown","13","Yes"
"Third","Male",19,0,0,"348124",7.65,"F G73","Southampton",,"No"
"Third","Male",30,0,0,"A.5. 18509",8.05,,"Southampton",,"No"
"Third","Male",,0,0,"A.5. 3236",8.05,,"Southampton",,"No"
"Third","Male",32,0,0,"STON/OQ. 369943",8.05,,"Southampton",,"No"
"Third","Male",,0,0,"349208",7.8958,,"Southampton",,"No"
"Third","Male",33,0,0,"349239",8.6625,,"Cherbourg",,"No"
"Third","Female",23,0,0,"CA. 2314",7.55,,"Southampton","C","Yes"
"Third","Male",21,0,0,"A/4 45380",8.05,,"Southampton",,"No"
"Third","Male",60.5,0,0,"3701",,,"Southampton",,"No"
"Third","Male",19,0,0,"349205",7.8958,,"Southampton",,"No"
"Third","Female",22,0,0,"7553",9.8375,,"Southampton",,"No"
"Third","Male",31,0,0,"STON/O 2. 3101288",7925,,"Southampton","9","Yes"
"Third","Male",27,0,0,"315083",8.6625,,"Southampton",,"No"
"Third","Female",2,0,1,"347054",10.4625,"G6","Southampton",,"No"
"Third","Female",29,1,1,"347054",10.4625,"G6","Southampton",,"No"
"Third","Male",16,0,0,"SOTON/OQ 392089",8.05,,"Southampton","B","Yes"
"Third","Male",44,0,0,"STON/O 2. 3101269",7925,,"Southampton","15","Yes"
"Third","Male",25,0,0,"SOTON/OQ 392076",7.05,,"Southampton",,"No"
"Third","Male",74,0,0,"347060",7775,,"Southampton",,"No"
"Third","Male",14,0,0,"7538",9225,,"Southampton","13","Yes"
"Third","Male",24,0,0,"350035",7.7958,,"Southampton",,"No"
"Third","Male",25,0,0,"350033",7.7958,,"Southampton","13 15","Yes"
"Third","Male",34,0,0,"363294",8.05,,"Southampton",,"No"
"Third","Male",0.4167,0,1,"2625",8.5167,,"Cherbourg","16","Yes"
"Third","Male",,1,0,"2621",6.4375,,"Cherbourg",,"No"
"Third","Male",,0,0,"2681",6.4375,,"Cherbourg",,"No"
"Third","Male",,0,0,"2684",7225,,"Cherbourg",,"No"
"Third","Female",16,1,1,"2625",8.5167,,"Cherbourg","14","Yes"
"Third","Male",,0,0,"32302",8.05,,"Southampton",,"No"
"Third","Male",,1,0,"376564",16.1,,"Southampton",,"No"
"Third","Female",,1,0,"376564",16.1,,"Southampton","10","Yes"
"Third","Male",32,0,0,"STON/O 2. 3101293",7925,,"Southampton",,"No"
"Third","Male",,0,0,"383121",7.75,"F38","Queenstown",,"No"
"Third","Male",,0,0,"349216",7.8958,,"Southampton",,"No"
"Third","Male",30.5,0,0,"364499",8.05,,"Southampton",,"No"
"Third","Male",44,0,0,"364511",8.05,,"Southampton",,"No"
"Third","Male",,0,0,"2673",7.2292,,"Cherbourg",,"No"
"Third","Male",25,0,0,"LINE",0,,"Southampton","15","Yes"
"Third","Male",,0,0,"2641",7.2292,,"Cherbourg",,"No"
"Third","Male",7,1,1,"2650",15.2458,,"Cherbourg","C","Yes"
"Third","Female",9,1,1,"2650",15.2458,,"Cherbourg","C","Yes"
"Third","Female",29,0,2,"2650",15.2458,,"Cherbourg","C","Yes"
"Third","Male",36,0,0,"349247",7.8958,,"Southampton",,"No"
"Third","Female",18,0,0,"4138",9.8417,,"Southampton","15","Yes"
"Third","Female",63,0,0,"4134",9.5875,,"Southampton","15","Yes"
"Third","Male",,1,1,"A/5. 851",14.5,,"Southampton",,"No"
"Third","Male",11.5,1,1,"A/5. 851",14.5,,"Southampton",,"No"
"Third","Male",40.5,0,2,"A/5. 851",14.5,,"Southampton",,"No"
"Third","Female",10,0,2,"345773",24.15,,"Southampton",,"No"
"Third","Male",36,1,1,"345773",24.15,,"Southampton",,"No"
"Third","Female",30,1,1,"345773",24.15,,"Southampton",,"No"
"Third","Male",,0,0,"345777",9.5,,"Southampton",,"No"
"Third","Male",33,0,0,"345780",9.5,,"Southampton",,"No"
"Third","Male",28,0,0,"345770",9.5,,"Southampton",,"No"
"Third","Male",28,0,0,"345783",9.5,,"Southampton",,"No"
"Third","Male",47,0,0,"345765",9,,"Southampton",,"No"
"Third","Female",18,2,0,"345764",18,,"Southampton",,"No"
"Third","Male",31,3,0,"345763",18,,"Southampton",,"No"
"Third","Male",16,2,0,"345764",18,,"Southampton",,"No"
"Third","Female",31,1,0,"345763",18,,"Southampton",,"No"
"Third","Male",22,0,0,"2658",7225,,"Cherbourg","13 15","Yes"
"Third","Male",20,0,0,"350416",7.8542,,"Southampton",,"No"
"Third","Female",14,0,0,"350406",7.8542,,"Southampton",,"No"
"Third","Male",22,0,0,"349252",7.8958,,"Southampton",,"No"
"Third","Male",22,0,0,"345767",9,,"Southampton",,"No"
"Third","Male",,0,0,"359309",8.05,,"Southampton",,"No"
"Third","Male",,0,0,"C.A. 49867",7.55,,"Southampton",,"No"
"Third","Male",,0,0,"SOTON/OQ 3101316",8.05,,"Southampton",,"No"
"Third","Male",32.5,0,0,"345775",9.5,,"Southampton",,"No"
"Third","Female",38,0,0,"2688",7.2292,,"Cherbourg","C","Yes"
"Third","Male",51,0,0,"347064",7.75,,"Southampton",,"No"
"Third","Male",18,1,0,"3101267",6.4958,,"Southampton",,"No"
"Third","Male",21,1,0,"3101266",6.4958,,"Southampton",,"No"
"Third","Female",47,1,0,"363272",7,,"Southampton",,"Yes"
"Third","Male",,0,0,"3410",8.7125,,"Southampton",,"No"
"Third","Male",,0,0,"S.O./P.P. 751",7.55,,"Southampton",,"No"
"Third","Male",,0,0,"A/5 2466",8.05,,"Southampton",,"No"
"Third","Male",28.5,0,0,"54636",16.1,,"Southampton",,"No"
"Third","Male",21,0,0,"SOTON/OQ 3101317",7.25,,"Southampton",,"No"
"Third","Male",27,0,0,"315154",8.6625,,"Southampton",,"No"
"Third","Male",,0,0,"A/4. 34244",7.25,,"Southampton",,"No"
"Third","Male",36,0,0,"345771",9.5,,"Southampton",,"No"
"Third","Male",27,1,0,"2659",14.4542,,"Cherbourg","C","No"
"Third","Female",15,1,0,"2659",14.4542,,"Cherbourg",,"Yes"
"Third","Male",45.5,0,0,"2628",7225,,"Cherbourg",,"No"
"Third","Male",,0,0,"2647",7225,,"Cherbourg",,"No"
"Third","Male",,0,0,"2627",14.4583,,"Cherbourg",,"No"
"Third","Female",14.5,1,0,"2665",14.4542,,"Cherbourg",,"No"
"Third","Female",,1,0,"2665",14.4542,,"Cherbourg",,"No"
"Third","Male",26.5,0,0,"2656",7225,,"Cherbourg",,"No"
"Third","Male",27,0,0,"2670",7225,,"Cherbourg",,"No"
"Third","Male",29,0,0,"315082",7875,,"Southampton",,"No"
